"Demographics","Subgroup","Total Cases","Year","Whites","Blacks","Chicanos/Hispanics","Asian-Americans"
"race and knowledge","More knowledgeable blacks","102","1994","74.5","82.5","74.5","NA"
"race and knowledge","More knowledgeable blacks","86","1996","73.1","85.4","73.6","NA"
"race and knowledge","More knowledgeable blacks","92","1998","76.9","82.8","NA","NA"
"race and knowledge","More knowledgeable blacks","63","2000","73.1","85.4","70.1","65.1"
"race and knowledge","More knowledgeable blacks","32","2002","67.4","71.8","60.7","62.8"
"race and knowledge","More knowledgeable blacks","77","2004","75","90.3","72.1","69.1"
"race and knowledge","More knowledgeable blacks","139","2008","74.2","83.8","67.1","65.7"
"race and knowledge","More knowledgeable blacks","245","2012","74.7","87.3","77.2","74.3"
"race and knowledge","More knowledgeable blacks","227","2016","66.6","85.3","71.6","68.8"
"race and knowledge","More knowledgeable blacks","321","2020","66","86.7","75","70.7"
"race and knowledge","More knowledgeable blacks","245","2024","65.9","83.6","68.3","66.2"
"race and knowledge","Less knowledgeable Hispanics","7","1966","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable Hispanics","6","1968","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable Hispanics","6","1970","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable Hispanics","2","1972","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable Hispanics","21","1976","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable Hispanics","28","1980","79.4","64","76.2","NA"
"race and knowledge","Less knowledgeable Hispanics","43","1982","67.2","59.5","NA","NA"
"race and knowledge","Less knowledgeable Hispanics","66","1984","71.4","65.4","75.9","NA"
"race and knowledge","Less knowledgeable Hispanics","91","1986","NA","70.8","NA","NA"
"race and knowledge","Less knowledgeable Hispanics","80","1988","73.4","71.2","82","NA"
"race and knowledge","Less knowledgeable Hispanics","106","1990","NA","73.2","NA","NA"
"race and knowledge","Less knowledgeable Hispanics","103","1992","68.2","69.4","78","63"
"race and knowledge","Less knowledgeable Hispanics","59","1994","74","66.9","78.8","NA"
"race and knowledge","Less knowledgeable Hispanics","38","1996","72.6","70.4","79.4","NA"
"race and knowledge","Less knowledgeable Hispanics","61","1998","74.9","73.9","NA","NA"
"race and knowledge","Less knowledgeable Hispanics","59","2000","71.3","66.4","77","59.9"
"race and knowledge","Less knowledgeable Hispanics","61","2002","69.7","70.2","73.8","65.2"
"race and knowledge","Less knowledgeable Hispanics","48","2004","72.3","75.6","78.3","70"
"race and knowledge","Less knowledgeable Hispanics","320","2008","71.5","70","81.3","65.1"
"race and knowledge","Less knowledgeable Hispanics","63","2012","74.1","68.2","84","68.7"
"race and knowledge","Less knowledgeable Hispanics","128","2016","65.2","65.5","76.7","65.2"
"race and knowledge","Less knowledgeable Hispanics","273","2020","64.3","74.4","80.8","72.1"
"race and knowledge","Less knowledgeable Hispanics","195","2024","65.7","68.3","73.6","68.6"
"race and knowledge","More knowledgeable Hispanics","5","1966","NA","NA","NA","NA"
"race and knowledge","More knowledgeable Hispanics","6","1968","NA","NA","NA","NA"
"race and knowledge","More knowledgeable Hispanics","8","1970","NA","NA","NA","NA"
"race and knowledge","More knowledgeable Hispanics","7","1972","NA","NA","NA","NA"
"race and knowledge","More knowledgeable Hispanics","15","1976","NA","NA","NA","NA"
"race and knowledge","More knowledgeable Hispanics","23","1980","NA","NA","NA","NA"
"race and knowledge","More knowledgeable Hispanics","3","1982","NA","NA","NA","NA"
"race and knowledge","More knowledgeable Hispanics","49","1984","73.8","63.8","72.3","NA"
"race and knowledge","More knowledgeable Hispanics","25","1986","NA","64.8","NA","NA"
"race and knowledge","More knowledgeable Hispanics","58","1988","72.1","64.8","78.3","NA"
"race and knowledge","More knowledgeable Hispanics","51","1990","NA","75.6","NA","NA"
"race and knowledge","More knowledgeable Hispanics","76","1992","75.4","70.1","79.7","64"
"race and knowledge","More knowledgeable Hispanics","82","1994","73.8","68","76.3","NA"
"race and knowledge","More knowledgeable Hispanics","85","1996","70.7","68.4","77.2","NA"
"race and knowledge","More knowledgeable Hispanics","79","1998","71.4","71.1","NA","NA"
"race and knowledge","More knowledgeable Hispanics","46","2000","77.3","75.1","81.8","73.9"
"race and knowledge","More knowledgeable Hispanics","16","2002","66","67.5","69.6","64"
"race and knowledge","More knowledgeable Hispanics","45","2004","73.5","73.3","79.9","68.8"
"race and knowledge","More knowledgeable Hispanics","139","2008","69.6","70.1","79.4","68.1"
"race and knowledge","More knowledgeable Hispanics","158","2012","72.2","69.2","80.2","66.9"
"race and knowledge","More knowledgeable Hispanics","222","2016","69.1","71.7","80.9","71.8"
"race and knowledge","More knowledgeable Hispanics","355","2020","68.3","72.4","82","73"
"race and knowledge","More knowledgeable Hispanics","268","2024","66.1","69.3","79.1","71.3"
"race and knowledge","Less knowledgeable others","1","1966","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable others","2","1968","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable others","7","1970","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable others","1","1972","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable others","4","1976","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable others","2","1980","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable others","8","1982","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable others","24","1984","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable others","26","1986","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable others","28","1988","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable others","29","1990","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable others","18","1992","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable others","8","1994","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable others","11","1996","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable others","9","1998","NA","NA","NA","NA"
"race and knowledge","Less knowledgeable others","29","2000","75.1","68","59.3","63.5"
"race and knowledge","Less knowledgeable others","52","2002","64.1","64","59.7","61.5"
"race and knowledge","Less knowledgeable others","23","2004","67.6","64.3","60.5","69.6"
"race and knowledge","Less knowledgeable others","44","2008","68.6","68.1","66.3","67.4"
"race and knowledge","Less knowledgeable others","22","2012","76.7","77.9","68.5","69.9"
"race and knowledge","Less knowledgeable others","75","2016","66.6","67.8","64.1","71.9"
"race and knowledge","Less knowledgeable others","181","2020","68.6","74.9","72.2","76.9"
"race and knowledge","Less knowledgeable others","125","2024","63.6","67.7","67","73.2"
"race and knowledge","More knowledgeable others","3","1966","NA","NA","NA","NA"
"race and knowledge","More knowledgeable others","1","1968","NA","NA","NA","NA"
"race and knowledge","More knowledgeable others","1","1970","NA","NA","NA","NA"
"race and knowledge","More knowledgeable others","7","1972","NA","NA","NA","NA"
"race and knowledge","More knowledgeable others","9","1976","NA","NA","NA","NA"
"race and knowledge","More knowledgeable others","13","1980","NA","NA","NA","NA"
"race and knowledge","More knowledgeable others","2","1982","NA","NA","NA","NA"
"race and knowledge","More knowledgeable others","16","1984","NA","NA","NA","NA"
"race and knowledge","More knowledgeable others","10","1986","NA","NA","NA","NA"
"race and knowledge","More knowledgeable others","20","1988","NA","NA","NA","NA"
"race and knowledge","More knowledgeable others","22","1990","NA","NA","NA","NA"
"race and knowledge","More knowledgeable others","30","1992","NA","NA","NA","NA"
"race and knowledge","More knowledgeable others","23","1994","NA","NA","NA","NA"
"race and knowledge","More knowledgeable others","24","1996","NA","NA","NA","NA"
"race and knowledge","More knowledgeable others","15","1998","NA","NA","NA","NA"
"race and knowledge","More knowledgeable others","48","2000","72.7","69.7","68.8","74.3"
"race and knowledge","More knowledgeable others","18","2002","69.7","67.6","66.6","68.8"
"race and knowledge","More knowledgeable others","21","2004","72.6","70.7","69.1","73.7"
"race and knowledge","More knowledgeable others","28","2008","69.9","65.3","67.9","73.3"
"race and knowledge","More knowledgeable others","68","2012","65.2","65.3","62.8","65.6"
"race and knowledge","More knowledgeable others","190","2016","68.7","67.2","66.4","72.7"
"race and knowledge","More knowledgeable others","434","2020","65","72.1","72.1","74.6"
"race and knowledge","More knowledgeable others","215","2024","64.8","69.8","68.5","73.5"
"age and region","18-29 in South","62","1964","86","61.7","NA","NA"
"age and region","18-29 in South","39","1966","87.8","56.9","NA","NA"
"age and region","18-29 in South","68","1968","81","58.8","NA","NA"
"age and region","18-29 in South","83","1970","74.3","58.3","NA","NA"
"age and region","18-29 in South","164","1972","76","66.9","NA","NA"
"age and region","18-29 in South","83","1974","80.3","65.5","NA","NA"
"age and region","18-29 in South","117","1976","73.4","58.8","56.3","NA"
"age and region","18-29 in South","108","1980","77.6","63.7","57.5","NA"
"age and region","18-29 in South","90","1982","72.9","65.6","NA","NA"
"age and region","18-29 in South","148","1984","70.6","65.6","59.3","NA"
"age and region","18-29 in South","202","1986","NA","70.3","NA","NA"
"age and region","18-29 in South","138","1988","73.1","64.9","54.3","NA"
"age and region","18-29 in South","158","1990","NA","68.4","NA","NA"
"age and region","18-29 in South","153","1992","70.8","66.8","57.9","55.5"
"age and region","18-29 in South","128","1994","74.7","65.5","64.3","NA"
"age and region","18-29 in South","89","1996","73.8","70.6","66.7","NA"
"age and region","18-29 in South","107","1998","75.5","74.8","NA","NA"
"age and region","18-29 in South","80","2000","73.3","69.6","66.6","66.4"
"age and region","18-29 in South","41","2002","63","62.3","61.5","59.3"
"age and region","18-29 in South","65","2004","68.2","74.6","69.1","64.4"
"age and region","18-29 in South","160","2008","70.8","70.5","67.4","66.4"
"age and region","18-29 in South","143","2012","71.6","67.1","67","64"
"age and region","18-29 in South","185","2016","68.8","68.4","67.1","64.6"
"age and region","18-29 in South","262","2020","61.2","76.1","73.2","71.1"
"age and region","18-29 in South","143","2024","59.1","66","66.3","64.9"
"age and region","18-29 in Nonsouth","225","1964","80.9","63.5","NA","NA"
"age and region","18-29 in Nonsouth","197","1966","81.3","67.8","NA","NA"
"age and region","18-29 in Nonsouth","215","1968","77","64.8","NA","NA"
"age and region","18-29 in Nonsouth","225","1970","73.9","63.7","NA","NA"
"age and region","18-29 in Nonsouth","442","1972","71.8","62.3","NA","NA"
"age and region","18-29 in Nonsouth","244","1974","72.5","65","NA","NA"
"age and region","18-29 in Nonsouth","370","1976","67.3","57.5","53.7","NA"
"age and region","18-29 in Nonsouth","261","1980","72.3","61.5","55.9","NA"
"age and region","18-29 in Nonsouth","227","1982","69.7","63.4","NA","NA"
"age and region","18-29 in Nonsouth","326","1984","72.2","66.9","60.6","NA"
"age and region","18-29 in Nonsouth","334","1986","NA","69.3","NA","NA"
"age and region","18-29 in Nonsouth","236","1988","71.1","61.7","57.4","NA"
"age and region","18-29 in Nonsouth","297","1990","NA","73.9","NA","NA"
"age and region","18-29 in Nonsouth","285","1992","69.3","66.8","63.2","60.3"
"age and region","18-29 in Nonsouth","187","1994","68.8","64.3","61.4","NA"
"age and region","18-29 in Nonsouth","114","1996","67","64.7","64.1","NA"
"age and region","18-29 in Nonsouth","131","1998","65.4","66.5","NA","NA"
"age and region","18-29 in Nonsouth","138","2000","73.2","68.6","68.7","65.4"
"age and region","18-29 in Nonsouth","75","2002","69","69.3","68.4","67.4"
"age and region","18-29 in Nonsouth","138","2004","66.1","70","64.5","66.6"
"age and region","18-29 in Nonsouth","204","2008","68.9","69.2","65.8","66.1"
"age and region","18-29 in Nonsouth","272","2012","73","68.2","67.1","65"
"age and region","18-29 in Nonsouth","375","2016","68.5","71.8","69.9","71.9"
"age and region","18-29 in Nonsouth","585","2020","62.4","74","73.2","71.7"
"age and region","18-29 in Nonsouth","304","2024","63.5","69.4","72.1","70"
"age and region","30-44 in South","100","1964","84.8","66.6","NA","NA"
"age and region","30-44 in South","66","1966","86.7","66.7","NA","NA"
"age and region","30-44 in South","102","1968","80","66","NA","NA"
"age and region","30-44 in South","102","1970","75.9","58.3","NA","NA"
"age and region","30-44 in South","138","1972","78.8","61.5","NA","NA"
"age and region","30-44 in South","97","1974","78.8","62.9","NA","NA"
"age and region","30-44 in South","109","1976","74.5","59.9","55.2","NA"
"age and region","30-44 in South","115","1980","80.7","63.4","60.3","NA"
"age and region","30-44 in South","114","1982","77.1","69.5","NA","NA"
"age and region","30-44 in South","174","1984","73.2","64.2","60.5","NA"
"age and region","30-44 in South","198","1986","NA","67.8","NA","NA"
"age and region","30-44 in South","196","1988","73.8","65.1","59","NA"
"age and region","30-44 in South","185","1990","NA","71.3","NA","NA"
"age and region","30-44 in South","250","1992","72.4","67.7","61.6","60.3"
"age and region","30-44 in South","205","1994","71.3","65.6","61.7","NA"
"age and region","30-44 in South","188","1996","74.5","68.1","64.4","NA"
"age and region","30-44 in South","130","1998","71.8","70.3","NA","NA"
"age and region","30-44 in South","157","2000","74.9","68.4","65.4","63.3"
"age and region","30-44 in South","118","2002","66.1","66.7","61.5","60.4"
"age and region","30-44 in South","86","2004","76.1","76.8","70.1","69.3"
"age and region","30-44 in South","260","2008","72.5","66.3","65.1","64.5"
"age and region","30-44 in South","201","2012","73.9","63.3","66.5","62.7"
"age and region","30-44 in South","286","2016","70.4","69.5","68.4","66.9"
"age and region","30-44 in South","534","2020","67.6","74.2","73.9","66.1"
"age and region","30-44 in South","352","2024","65.9","70.2","67","65.6"
"age and region","30-44 in Nonsouth","390","1964","82.2","63.2","NA","NA"
"age and region","30-44 in Nonsouth","322","1966","82.7","63.2","NA","NA"
"age and region","30-44 in Nonsouth","353","1968","79.3","67.3","NA","NA"
"age and region","30-44 in Nonsouth","298","1970","76.2","63.9","NA","NA"
"age and region","30-44 in Nonsouth","403","1972","75","64.4","NA","NA"
"age and region","30-44 in Nonsouth","275","1974","78.5","64.9","NA","NA"
"age and region","30-44 in Nonsouth","353","1976","68.9","59.9","56.2","NA"
"age and region","30-44 in Nonsouth","292","1980","74.1","62.5","58.2","NA"
"age and region","30-44 in Nonsouth","290","1982","70.1","63.3","NA","NA"
"age and region","30-44 in Nonsouth","452","1984","72.6","66.5","62.7","NA"
"age and region","30-44 in Nonsouth","491","1986","NA","66.3","NA","NA"
"age and region","30-44 in Nonsouth","423","1988","71.6","60","57.8","NA"
"age and region","30-44 in Nonsouth","443","1990","NA","70.5","NA","NA"
"age and region","30-44 in Nonsouth","538","1992","66.2","64","61.2","59.6"
"age and region","30-44 in Nonsouth","433","1994","69.1","64","63","NA"
"age and region","30-44 in Nonsouth","348","1996","68","64.1","63.7","NA"
"age and region","30-44 in Nonsouth","282","1998","70.1","68.2","NA","NA"
"age and region","30-44 in Nonsouth","325","2000","69.8","65.5","63.1","64.6"
"age and region","30-44 in Nonsouth","265","2002","66.7","66.4","62.8","63.8"
"age and region","30-44 in Nonsouth","178","2004","71.8","71.2","69.6","67"
"age and region","30-44 in Nonsouth","298","2008","69","67.8","65.3","62.7"
"age and region","30-44 in Nonsouth","338","2012","73.4","66.3","65.9","67"
"age and region","30-44 in Nonsouth","596","2016","68.8","67.3","68.3","67.2"
"age and region","30-44 in Nonsouth","1239","2020","67.2","72.2","72.2","71.4"
"age and region","30-44 in Nonsouth","782","2024","65.5","69.7","70.6","70.5"
"age and region","45-59 in South","108","1964","89.1","69.1","NA","NA"
"age and region","45-59 in South","102","1966","84.4","64.7","NA","NA"
"age and region","45-59 in South","87","1968","85.3","64.4","NA","NA"
"age and region","45-59 in South","105","1970","81.1","60.8","NA","NA"
"age and region","45-59 in South","124","1972","84.3","66.6","NA","NA"
"age and region","45-59 in South","104","1974","84.8","66.7","NA","NA"
"age and region","45-59 in South","99","1976","79.9","67.3","58.5","NA"
"age and region","45-59 in South","80","1980","80.9","70.7","61.4","NA"
"age and region","45-59 in South","80","1982","78.9","63.9","NA","NA"
"age and region","45-59 in South","104","1984","81.5","65.1","59.9","NA"
"age and region","45-59 in South","126","1986","NA","66.5","NA","NA"
"age and region","45-59 in South","101","1988","77.1","65.7","61.5","NA"
"age and region","45-59 in South","109","1990","NA","70.3","NA","NA"
"age and region","45-59 in South","151","1992","77.6","68.1","65.8","61.4"
"age and region","45-59 in South","127","1994","77.3","67","60.9","NA"
"age and region","45-59 in South","115","1996","72.4","67","65.1","NA"
"age and region","45-59 in South","88","1998","72.3","74.5","NA","NA"
"age and region","45-59 in South","121","2000","75.7","65.3","63.2","64.9"
"age and region","45-59 in South","124","2002","65.6","63","60.3","60.1"
"age and region","45-59 in South","87","2004","79","79.1","71","70.9"
"age and region","45-59 in South","256","2008","76.1","70.9","67.3","64.1"
"age and region","45-59 in South","180","2012","70.8","70.3","65.9","64.9"
"age and region","45-59 in South","272","2016","76.2","72","69.1","69.5"
"age and region","45-59 in South","498","2020","71.1","73.1","72.6","71.8"
"age and region","45-59 in South","314","2024","70.3","71.8","67.8","69.2"
"age and region","45-59 in Nonsouth","317","1964","85","62.1","NA","NA"
"age and region","45-59 in Nonsouth","257","1966","83.6","63.8","NA","NA"
"age and region","45-59 in Nonsouth","328","1968","80.6","63.2","NA","NA"
"age and region","45-59 in Nonsouth","280","1970","76.1","59.1","NA","NA"
"age and region","45-59 in Nonsouth","373","1972","80.2","64.7","NA","NA"
"age and region","45-59 in Nonsouth","286","1974","79.5","66.9","NA","NA"
"age and region","45-59 in Nonsouth","331","1976","75.5","62.6","57.6","NA"
"age and region","45-59 in Nonsouth","203","1980","78.2","65.5","59.9","NA"
"age and region","45-59 in Nonsouth","174","1982","69.9","60.3","NA","NA"
"age and region","45-59 in Nonsouth","259","1984","72.8","62.5","58.3","NA"
"age and region","45-59 in Nonsouth","247","1986","NA","65.4","NA","NA"
"age and region","45-59 in Nonsouth","221","1988","71.8","59.2","55.8","NA"
"age and region","45-59 in Nonsouth","232","1990","NA","64.6","NA","NA"
"age and region","45-59 in Nonsouth","312","1992","69.3","63.8","60.2","59.2"
"age and region","45-59 in Nonsouth","221","1994","70.4","61.4","62.2","NA"
"age and region","45-59 in Nonsouth","238","1996","71.1","65.4","64","NA"
"age and region","45-59 in Nonsouth","199","1998","68.8","64.8","NA","NA"
"age and region","45-59 in Nonsouth","297","2000","71.9","66.8","63.5","65.1"
"age and region","45-59 in Nonsouth","296","2002","67.5","65.7","62.8","62"
"age and region","45-59 in Nonsouth","219","2004","71.9","70.6","65.9","65.3"
"age and region","45-59 in Nonsouth","350","2008","73.2","67.5","64.6","65.9"
"age and region","45-59 in Nonsouth","310","2012","69.9","65.4","64","64.6"
"age and region","45-59 in Nonsouth","673","2016","71.2","68","66.4","67.5"
"age and region","45-59 in Nonsouth","1175","2020","69.4","70.8","69.7","69.9"
"age and region","45-59 in Nonsouth","744","2024","68","69.4","68.6","69"
"age and region","60+ in South","91","1964","90.7","63.4","NA","NA"
"age and region","60+ in South","79","1966","89.6","58.4","NA","NA"
"age and region","60+ in South","115","1968","86.9","66.9","NA","NA"
"age and region","60+ in South","114","1970","80","59.3","NA","NA"
"age and region","60+ in South","142","1972","86.1","66.4","NA","NA"
"age and region","60+ in South","138","1974","84.7","67.8","NA","NA"
"age and region","60+ in South","156","1976","80.1","68.6","56.1","NA"
"age and region","60+ in South","102","1980","82.9","68.8","59.6","NA"
"age and region","60+ in South","113","1982","80.9","66.3","NA","NA"
"age and region","60+ in South","118","1984","81.7","62.1","53.4","NA"
"age and region","60+ in South","140","1986","NA","63.1","NA","NA"
"age and region","60+ in South","114","1988","76.8","62.7","53.6","NA"
"age and region","60+ in South","138","1990","NA","68.4","NA","NA"
"age and region","60+ in South","134","1992","78.2","67.9","58.8","60.9"
"age and region","60+ in South","132","1994","78.7","59.5","52.1","NA"
"age and region","60+ in South","132","1996","76.7","69.2","59.8","NA"
"age and region","60+ in South","85","1998","75.5","71.8","NA","NA"
"age and region","60+ in South","113","2000","74.5","68","58.6","60.2"
"age and region","60+ in South","102","2002","73.5","69","64","62.1"
"age and region","60+ in South","98","2004","80.1","71.7","67.4","69.8"
"age and region","60+ in South","231","2008","80.1","71.9","63.8","65"
"age and region","60+ in South","146","2012","76.1","66.3","62.5","60.1"
"age and region","60+ in South","344","2016","75","69.5","67.5","68.1"
"age and region","60+ in South","833","2020","75.7","73.2","72.8","71.8"
"age and region","60+ in South","599","2024","74.7","73.9","71.5","70.9"
"age and region","60+ in Nonsouth","234","1964","87.5","64.4","NA","NA"
"age and region","60+ in Nonsouth","203","1966","87.4","59.8","NA","NA"
"age and region","60+ in Nonsouth","231","1968","84.3","63.3","NA","NA"
"age and region","60+ in Nonsouth","254","1970","81.7","62.3","NA","NA"
"age and region","60+ in Nonsouth","322","1972","83.4","62.7","NA","NA"
"age and region","60+ in Nonsouth","284","1974","82.8","64.7","NA","NA"
"age and region","60+ in Nonsouth","323","1976","80.3","59.6","53.8","NA"
"age and region","60+ in Nonsouth","219","1980","81.8","64.8","54.8","NA"
"age and region","60+ in Nonsouth","231","1982","73.6","62.7","NA","NA"
"age and region","60+ in Nonsouth","310","1984","76.8","59","54.3","NA"
"age and region","60+ in Nonsouth","315","1986","NA","62.6","NA","NA"
"age and region","60+ in Nonsouth","305","1988","75","60.5","56.2","NA"
"age and region","60+ in Nonsouth","341","1990","NA","67","NA","NA"
"age and region","60+ in Nonsouth","395","1992","75.6","63","59.6","58.6"
"age and region","60+ in Nonsouth","316","1994","73.6","58.6","57.3","NA"
"age and region","60+ in Nonsouth","278","1996","72.6","64.1","61.6","NA"
"age and region","60+ in Nonsouth","190","1998","72.5","68.8","NA","NA"
"age and region","60+ in Nonsouth","254","2000","76.1","66.5","61.1","64.2"
"age and region","60+ in Nonsouth","263","2002","71.7","65.7","61.7","63.5"
"age and region","60+ in Nonsouth","183","2004","78.6","71","67","68.4"
"age and region","60+ in Nonsouth","275","2008","74.2","67.4","63.7","65.7"
"age and region","60+ in Nonsouth","258","2012","73.5","65.1","64.2","63.6"
"age and region","60+ in Nonsouth","762","2016","74.1","67.9","68.4","69.4"
"age and region","60+ in Nonsouth","1868","2020","73.1","70.4","71","70.4"
"age and region","60+ in Nonsouth","1362","2024","73.4","73","70.8","71.3"
"age and knowledge","Less knowledgeable 18-29","113","1964","82.4","65.8","NA","NA"
"age and knowledge","Less knowledgeable 18-29","71","1966","85.9","66.4","NA","NA"
"age and knowledge","Less knowledgeable 18-29","72","1968","79.5","61.5","NA","NA"
"age and knowledge","Less knowledgeable 18-29","165","1970","73.1","59.4","NA","NA"
"age and knowledge","Less knowledgeable 18-29","123","1972","74.8","64.3","NA","NA"
"age and knowledge","Less knowledgeable 18-29","231","1976","71","58.7","54.6","NA"
"age and knowledge","Less knowledgeable 18-29","128","1980","76.9","65.5","56.8","NA"
"age and knowledge","Less knowledgeable 18-29","229","1982","70.6","64.8","NA","NA"
"age and knowledge","Less knowledgeable 18-29","268","1984","71.3","65.6","58.3","NA"
"age and knowledge","Less knowledgeable 18-29","413","1986","NA","69.5","NA","NA"
"age and knowledge","Less knowledgeable 18-29","230","1988","72.7","62.4","56.5","NA"
"age and knowledge","Less knowledgeable 18-29","331","1990","NA","71.1","NA","NA"
"age and knowledge","Less knowledgeable 18-29","247","1992","71.1","68.8","62.5","57.8"
"age and knowledge","Less knowledgeable 18-29","142","1994","69.6","63.2","61.3","NA"
"age and knowledge","Less knowledgeable 18-29","68","1996","70.3","69.1","64.5","NA"
"age and knowledge","Less knowledgeable 18-29","106","1998","71.9","71.5","NA","NA"
"age and knowledge","Less knowledgeable 18-29","121","2000","72.3","66.5","66.3","63.9"
"age and knowledge","Less knowledgeable 18-29","84","2002","66.9","67.4","66.7","64.4"
"age and knowledge","Less knowledgeable 18-29","113","2004","67.9","71","64.4","64.5"
"age and knowledge","Less knowledgeable 18-29","273","2008","68.5","68.3","65.1","64.1"
"age and knowledge","Less knowledgeable 18-29","62","2012","74.4","66.4","64.9","64.1"
"age and knowledge","Less knowledgeable 18-29","228","2016","67.3","67.6","65.6","66.4"
"age and knowledge","Less knowledgeable 18-29","382","2020","64.1","75.4","73.4","72.6"
"age and knowledge","Less knowledgeable 18-29","165","2024","61","64.1","66.5","64.3"
"age and knowledge","More knowledgeable 18-29","147","1964","80.9","62.6","NA","NA"
"age and knowledge","More knowledgeable 18-29","164","1966","80.7","66.2","NA","NA"
"age and knowledge","More knowledgeable 18-29","174","1968","77.7","64.5","NA","NA"
"age and knowledge","More knowledgeable 18-29","142","1970","75","66","NA","NA"
"age and knowledge","More knowledgeable 18-29","172","1972","72.2","62.4","NA","NA"
"age and knowledge","More knowledgeable 18-29","254","1976","66.6","57.1","54","NA"
"age and knowledge","More knowledgeable 18-29","241","1980","72.3","60.4","56.1","NA"
"age and knowledge","More knowledgeable 18-29","86","1982","70.5","61.7","NA","NA"
"age and knowledge","More knowledgeable 18-29","205","1984","72.4","67.7","62.7","NA"
"age and knowledge","More knowledgeable 18-29","122","1986","NA","70","NA","NA"
"age and knowledge","More knowledgeable 18-29","144","1988","70.5","63.5","56","NA"
"age and knowledge","More knowledgeable 18-29","124","1990","NA","74.3","NA","NA"
"age and knowledge","More knowledgeable 18-29","189","1992","68.1","64.3","59.8","59.7"
"age and knowledge","More knowledgeable 18-29","171","1994","72.6","66.4","63.9","NA"
"age and knowledge","More knowledgeable 18-29","135","1996","70.2","66.6","65.8","NA"
"age and knowledge","More knowledgeable 18-29","132","1998","68.3","69.3","NA","NA"
"age and knowledge","More knowledgeable 18-29","97","2000","74.7","72.9","70.7","68.7"
"age and knowledge","More knowledgeable 18-29","31","2002","67","65.4","63.7","64"
"age and knowledge","More knowledgeable 18-29","90","2004","65.2","72.1","68.2","68"
"age and knowledge","More knowledgeable 18-29","89","2008","73.4","74.2","70.7","72.9"
"age and knowledge","More knowledgeable 18-29","137","2012","69.9","69.2","68","66"
"age and knowledge","More knowledgeable 18-29","328","2016","69.4","72.8","71.2","71.8"
"age and knowledge","More knowledgeable 18-29","461","2020","60.5","74.2","73.2","71"
"age and knowledge","More knowledgeable 18-29","251","2024","62.7","71.6","73.1","71.9"
"age and knowledge","Less knowledgeable 30-44","152","1964","81.8","64","NA","NA"
"age and knowledge","Less knowledgeable 30-44","116","1966","84.1","60.5","NA","NA"
"age and knowledge","Less knowledgeable 30-44","126","1968","79.1","66.5","NA","NA"
"age and knowledge","Less knowledgeable 30-44","185","1970","77.4","63.5","NA","NA"
"age and knowledge","Less knowledgeable 30-44","96","1972","77.2","62.3","NA","NA"
"age and knowledge","Less knowledgeable 30-44","158","1976","73.1","61.8","56.3","NA"
"age and knowledge","Less knowledgeable 30-44","101","1980","81.3","66.6","61.6","NA"
"age and knowledge","Less knowledgeable 30-44","285","1982","73.3","65.9","NA","NA"
"age and knowledge","Less knowledgeable 30-44","247","1984","71.8","63.4","59","NA"
"age and knowledge","Less knowledgeable 30-44","452","1986","NA","67.3","NA","NA"
"age and knowledge","Less knowledgeable 30-44","250","1988","74.3","62.7","58.1","NA"
"age and knowledge","Less knowledgeable 30-44","315","1990","NA","69.8","NA","NA"
"age and knowledge","Less knowledgeable 30-44","327","1992","69","66.1","59.5","57.7"
"age and knowledge","Less knowledgeable 30-44","157","1994","73.8","66.1","61.1","NA"
"age and knowledge","Less knowledgeable 30-44","151","1996","73.1","69.1","64.7","NA"
"age and knowledge","Less knowledgeable 30-44","162","1998","68.6","69.3","NA","NA"
"age and knowledge","Less knowledgeable 30-44","230","2000","72.2","65.9","62.9","61.6"
"age and knowledge","Less knowledgeable 30-44","275","2002","67.5","67.5","62.5","62.8"
"age and knowledge","Less knowledgeable 30-44","122","2004","73.4","70.9","67","65.2"
"age and knowledge","Less knowledgeable 30-44","375","2008","71","67","64.4","62.6"
"age and knowledge","Less knowledgeable 30-44","70","2012","74.3","66.7","66.9","66.7"
"age and knowledge","Less knowledgeable 30-44","259","2016","69.8","66.2","65.6","63.4"
"age and knowledge","Less knowledgeable 30-44","653","2020","66.3","73","72.4","66.2"
"age and knowledge","Less knowledgeable 30-44","433","2024","65.5","69.4","69.4","69.6"
"age and knowledge","More knowledgeable 30-44","309","1964","83.1","63.7","NA","NA"
